,class,type,date,value,percentage,aacc,comunidad
1254,Solar térmica,Renovable,2021-01-01,12293.822,0.005470782202903163,7,Castilla_la_Mancha
1255,Otras renovables,Renovable,2021-01-01,42421.016,0.018877460513245622,7,Castilla_la_Mancha
1256,Cogeneración,No-Renovable,2021-01-01,101801.234,0.04530180925027061,7,Castilla_la_Mancha
1257,Generación total,Generación total,2021-01-01,2247178.108,1.0,7,Castilla_la_Mancha
1258,Hidráulica,Renovable,2021-01-01,1156726.799,0.3740414127919262,8,Castilla_León
1259,Turbinación bombeo,No-Renovable,2021-01-01,19511.769,0.006309363325150823,8,Castilla_León
1260,Eólica,Renovable,2021-01-01,1572457.728,0.5084729692829588,8,Castilla_León
1261,Solar fotovoltaica,Renovable,2021-01-01,56869.972,0.018389584032034934,8,Castilla_León
1262,Otras renovables,Renovable,2021-01-01,48365.712,0.015639630086211408,8,Castilla_León
1263,Cogeneración,No-Renovable,2021-01-01,238577.992,0.0771470404817178,8,Castilla_León
1264,Generación total,Generación total,2021-01-01,3092509.972,1.0,8,Castilla_León
1265,Hidráulica,Renovable,2021-01-01,304809.796,0.07868636651469058,9,Cataluña
1266,Turbinación bombeo,No-Renovable,2021-01-01,22696.6,0.005859106267822594,9,Cataluña
1267,Nuclear,No-Renovable,2021-01-01,2230948.23,0.5759172192126012,9,Cataluña
1268,Ciclo combinado,No-Renovable,2021-01-01,376805.035,0.09727187077868985,9,Cataluña
1269,Eólica,Renovable,2021-01-01,393973.253,0.10170383035374271,9,Cataluña
1270,Solar fotovoltaica,Renovable,2021-01-01,19291.117,0.004979983985618947,9,Cataluña
1271,Solar térmica,Renovable,2021-01-01,5151.617,0.0013298851569892157,9,Cataluña
1272,Otras renovables,Renovable,2021-01-01,13330.861,0.0034413494197620695,9,Cataluña
1273,Cogeneración,No-Renovable,2021-01-01,480548.643,0.12405318709387936,9,Cataluña
1274,Residuos no renovables,Renovable,2021-01-01,13320.864,0.003438768703471549,9,Cataluña
1275,Residuos renovables,Renovable,2021-01-01,12854.714,0.0033184325127317243,9,Cataluña
1276,Generación total,Generación total,2021-01-01,3873730.730000001,1.0,9,Cataluña
1277,Hidráulica,Renovable,2021-01-01,65721.585,0.13632161766962675,10,País_Vasco
1278,Ciclo combinado,No-Renovable,2021-01-01,161287.007,0.33454618757798393,10,País_Vasco
1279,Eólica,Renovable,2021-01-01,21884.058,0.04539254778678781,10,País_Vasco
1280,Solar fotovoltaica,Renovable,2021-01-01,2176.267,0.004514076127668338,10,País_Vasco
1281,Otras renovables,Renovable,2021-01-01,5057.331,0.010490062633315237,10,País_Vasco
1282,Cogeneración,No-Renovable,2021-01-01,176211.819,0.3655036654789666,10,País_Vasco
1283,Residuos no renovables,Renovable,2021-01-01,32567.308,0.0675520547732526,10,País_Vasco
1284,Residuos renovables,Renovable,2021-01-01,17201.47,0.03567978795239881,10,País_Vasco
1285,Generación total,Generación total,2021-01-01,482106.845,1.0,10,País_Vasco
1286,Hidráulica,Renovable,2021-01-01,302912.562,0.29572128224014915,11,Asturias
1287,Turbinación bombeo,No-Renovable,2021-01-01,1168.11,0.001140378545930164,11,Asturias
1288,Carbón,No-Renovable,2021-01-01,355768.253,0.34732215548557477,11,Asturias
1289,Ciclo combinado,No-Renovable,2021-01-01,119282.926,0.11645109596371521,11,Asturias
1290,Eólica,Renovable,2021-01-01,123123.33,0.12020032705436967,11,Asturias
1291,Solar fotovoltaica,Renovable,2021-01-01,23.39,2.2834710934164195e-05,11,Asturias
1292,Otras renovables,Renovable,2021-01-01,18081.309,0.017652050633873515,11,Asturias
1293,Cogeneración,No-Renovable,2021-01-01,31993.763,0.031234216750797683,11,Asturias
1294,Residuos no renovables,Renovable,2021-01-01,71964.119,0.07025565861465556,11,Asturias
1295,Generación total,Generación total,2021-01-01,1024317.7620000001,1.0,11,Asturias
1296,Hidráulica,Renovable,2021-01-01,26490.113,0.230837210050116,13,Madrid
1297,Solar fotovoltaica,Renovable,2021-01-01,2725.131,0.023747034867729052,13,Madrid
1298,Otras renovables,Renovable,2021-01-01,12840.69,0.11189491923716688,13,Madrid
1299,Cogeneración,No-Renovable,2021-01-01,62523.627,0.5448364685682581,13,Madrid
1300,Residuos no renovables,Renovable,2021-01-01,5088.562,0.04434218363836494,13,Madrid
1301,Residuos renovables,Renovable,2021-01-01,5088.562,0.04434218363836494,13,Madrid
1302,Generación total,Generación total,2021-01-01,114756.68500000001,1.0,13,Madrid
1303,Hidráulica,Renovable,2021-01-01,90894.154,0.14266807632629008,14,Navarra
1304,Ciclo combinado,No-Renovable,2021-01-01,90745.828,0.14243526283765612,14,Navarra
1305,Eólica,Renovable,2021-01-01,336028.34,0.5274323457470825,14,Navarra
1306,Solar fotovoltaica,Renovable,2021-01-01,14460.216,0.022696852428844227,14,Navarra
1307,Otras renovables,Renovable,2021-01-01,28092.78,0.04409461670392659,14,Navarra
1308,Cogeneración,No-Renovable,2021-01-01,76880.943,0.12067284595620041,14,Navarra
1309,Generación total,Generación total,2021-01-01,637102.261,1.0,14,Navarra
1310,Hidráulica,Renovable,2021-01-01,24136.491,0.013843442454101974,15,Valenciana
1311,Turbinación bombeo,No-Renovable,2021-01-01,159147.453,0.09127874500574248,15,Valenciana
1312,Nuclear,No-Renovable,2021-01-01,773966.104,0.44390691348421374,15,Valenciana
1313,Fuel + Gas,No-Renovable,2021-07-01,-0.001,6.426126491700358e-10,15,Valenciana
1314,Ciclo combinado,No-Renovable,2021-01-01,237998.034,0.13650335866420704,15,Valenciana
1315,Eólica,Renovable,2021-01-01,377426.174,0.2164721259789121,15,Valenciana
1316,Solar fotovoltaica,Renovable,2021-01-01,30330.378,0.017395935575480317,15,Valenciana
1317,Solar térmica,Renovable,2021-01-01,1286.261,0.0007377327605100367,15,Valenciana
1318,Otras renovables,Renovable,2021-01-01,3039.889,0.0017435230513978852,15,Valenciana
1319,Cogeneración,No-Renovable,2021-01-01,131760.7,0.07557112043180568,15,Valenciana
1320,Residuos no renovables,Renovable,2021-01-01,4440.956,0.0025471025936288287,15,Valenciana
1321,Generación total,Generación total,2021-01-01,1743532.44,1.0,15,Valenciana
1322,Hidráulica,Renovable,2021-01-01,289223.834,0.1450860668264668,16,Extremadura
1323,Turbinación bombeo,No-Renovable,2021-01-01,7668.486,0.0038468146171308456,16,Extremadura
1324,Nuclear,No-Renovable,2021-01-01,1474133.61,0.7394834806442708,16,Extremadura
1325,Eólica,Renovable,2021-01-01,10547.9,0.005291242091337775,16,Extremadura
1326,Solar fotovoltaica,Renovable,2021-01-01,156722.305,0.07861808102726386,16,Extremadura
1327,Solar térmica,Renovable,2021-01-01,28798.59,0.014446507037341948,16,Extremadura
1328,Otras renovables,Renovable,2021-01-01,20634.114,0.010350884300596523,16,Extremadura
1329,Cogeneración,No-Renovable,2021-01-01,5735.043,0.002876923455591356,16,Extremadura
1330,Generación total,Generación total,2021-01-01,1993463.8820000002,1.0,16,Extremadura
1331,Hidráulica,Renovable,2021-01-01,1413430.997,0.46268598486797957,17,Galicia
1332,Turbinación bombeo,No-Renovable,2021-01-01,8292.977,0.0027147021954921106,17,Galicia
1333,Carbón,No-Renovable,2021-01-01,90275.535,0.029551654739151556,17,Galicia
1334,Ciclo combinado,No-Renovable,2021-01-01,262165.182,0.08581965139382258,17,Galicia
1335,Eólica,Renovable,2021-01-01,1025512.482,0.3357010379252183,17,Galicia
1336,Solar fotovoltaica,Renovable,2021-01-01,914.91,0.00029949536646221094,17,Galicia
1337,Otras renovables,Renovable,2021-01-01,32446.143,0.01062122994400575,17,Galicia
1338,Cogeneración,No-Renovable,2021-01-01,194159.476,0.06355801490499705,17,Galicia
1339,Residuos no renovables,Renovable,2021-01-01,13820.439,0.004524114331435477,17,Galicia
1340,Residuos renovables,Renovable,2021-01-01,13820.439,0.004524114331435477,17,Galicia
1341,Generación total,Generación total,2021-01-01,3054838.5799999996,1.0,17,Galicia
1342,Hidráulica,Renovable,2021-01-01,15402.108,0.0558371477392933,20,La_Rioja
1343,Ciclo combinado,No-Renovable,2021-01-01,121500.334,0.44047425845419863,20,La_Rioja
1344,Eólica,Renovable,2021-01-01,126564.559,0.4588335557341568,20,La_Rioja
1345,Solar fotovoltaica,Renovable,2021-01-01,5153.449,0.018682760384481998,20,La_Rioja
1346,Otras renovables,Renovable,2021-01-01,638.97,0.002316453195301334,20,La_Rioja
1347,Cogeneración,No-Renovable,2021-01-01,6580.386,0.023855824492567984,20,La_Rioja
1348,Generación total,Generación total,2021-01-01,275839.806,1.0,20,La_Rioja
1349,Hidráulica,Renovable,2021-01-01,4268.739,0.007354042201855541,21,Murcia
1350,Ciclo combinado,No-Renovable,2021-01-01,212698.603,0.3664301103294715,21,Murcia
1351,Eólica,Renovable,2021-01-01,73736.704,0.12703115206662444,21,Murcia
1352,Solar fotovoltaica,Renovable,2021-01-01,118529.474,0.2041986530354138,21,Murcia
1353,Solar térmica,Renovable,2021-01-01,1173.532,0.002021722071372351,21,Murcia
1354,Otras renovables,Renovable,2021-01-01,3955.07,0.006813663634926567,21,Murcia
1355,Cogeneración,No-Renovable,2021-01-01,166099.464,0.28615065666033584,21,Murcia
1356,Generación total,Generación total,2021-01-01,580461.586,1.0,21,Murcia
