project,unit,project_local,type,capacity,units,status,start_year,operator,owner,country,url,lat,lng,accuracy,region,subregion
Karkar geothermal power plant,,Կարկառի երկրաջերմաէլեկտրակայան,geothermal,40,MW,announced,,Sumes GeoPower AG,Sumes GeoPower AG,Armenia,https://gem.wiki/Karkar_geothermal_power_plant,39.7847,45.9419,exact,Asia,Western Asia
Limestone Coast geothermal power plant,1,,geothermal,50,MW,cancelled,,Scopenergy LTD,Scopenergy LTD,Australia,https://gem.wiki/Limestone_Coast_geothermal_power_plant,-37.0471,140.0019,approximate,Oceania,Australia and New Zealand
Thakurgain geothermal plant,,,geothermal,200,MW,announced,,,Anglo MGH Energy,Bangladesh,https://gem.wiki/Thakurgain_geothermal_plant,24.4769,90.2934,approximate,Asia,Southern Asia
Laguna Colorada geothermal power plant,1,Central geotérmica Laguna Colorada,geothermal,50,MW,pre-construction,,Empresa Nacional de Electricidad SA (ENDE),Empresa Nacional de Electricidad SA (ENDE),Bolivia,https://gem.wiki/Laguna_Colorada_geothermal_power_plant,-22.4429,-67.806,approximate,Americas,Latin America and the Caribbean
Laguna Colorada geothermal power plant,2,Central geotérmica Laguna Colorada,geothermal,50,MW,pre-construction,,Empresa Nacional de Electricidad SA (ENDE),Empresa Nacional de Electricidad SA (ENDE),Bolivia,https://gem.wiki/Laguna_Colorada_geothermal_power_plant,-22.4429,-67.806,approximate,Americas,Latin America and the Caribbean
Estevan geothermal power plant,4,,geothermal,35,MW,announced,,DEEP Earth Energy Production Corp. (DEEP),DEEP Earth Energy Production Corp. (DEEP),Canada,https://gem.wiki/Estevan_geothermal_power_plant,49.139,-102.9849,approximate,Americas,Northern America
Meager Creek geothermal power plant,Future units,,geothermal,100,MW,announced,2025.0,Meager Creek Development CORP,Meager Creek Development CORP,Canada,https://gem.wiki/Meager_Creek_geothermal_power_plant,50.5754,-123.4646,approximate,Americas,Northern America
Cerro Pabellón geothermal power plant,3,Central geotérmica Cerro Pabellón,geothermal,33,MW,operating,2021.0,Geotérmica Del Norte (GDN),Empresa Nacional Del Petróleo (ENAP) [50%]; Enel Chile [50%],Chile,https://gem.wiki/Cerro_Pabellón_geothermal_power_plant,-21.8576,-68.1515,exact,Americas,Latin America and the Caribbean
Mariposa geothermal power plant,1,Central geotérmica Mariposa,geothermal,50,MW,pre-construction,2024.0,Energy Development CORP (EDC),Energy Development CORP (EDC),Chile,https://gem.wiki/Mariposa_geothermal_power_plant,-35.5404,-71.4849,approximate,Americas,Latin America and the Caribbean
Mariposa geothermal power plant,2,Central geotérmica Mariposa,geothermal,50,MW,pre-construction,2024.0,Energy Development CORP (EDC),Energy Development CORP (EDC),Chile,https://gem.wiki/Mariposa_geothermal_power_plant,-35.5404,-71.4849,approximate,Americas,Latin America and the Caribbean
Nereidas Valley geothermal power plant,,,geothermal,75,MW,pre-construction,,,Ecopetrol SA; Baker Hughers; Central Hidroeléctrica de Caldas (CHEC),Colombia,https://gem.wiki/Nereidas_Valley_geothermal_power_plant,5.0438,-75.5246,approximate,Americas,Latin America and the Caribbean
Borinquen geothermal power project,1,Central geotérmica Borinquen,geothermal,55,MW,pre-construction,2027.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Borinquen_geothermal_power_project,10.6344,-85.4397,approximate,Americas,Latin America and the Caribbean
Borinquen geothermal power project,2,Central geotérmica Borinquen,geothermal,55,MW,pre-construction,2027.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Borinquen_geothermal_power_project,10.6344,-85.4397,approximate,Americas,Latin America and the Caribbean
Las Pailas geothermal power plant,1,Planta geotérmica Las Pailas,geothermal,35,MW,operating,2011.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Las_Pailas_geothermal_power_plant,10.7573,-85.3596,exact,Americas,Latin America and the Caribbean
Las Pailas geothermal power plant,2,Planta geotérmica Las Pailas,geothermal,55,MW,operating,2019.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Las_Pailas_geothermal_power_plant,10.758,-85.3464,exact,Americas,Latin America and the Caribbean
Miravalles geothermal power plant,1,Planta geotérmica Miravalles,geothermal,55,MW,operating,1994.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Miravalles_geothermal_power_plant,10.7002,-85.1944,exact,Americas,Latin America and the Caribbean
Miravalles geothermal power plant,2,Planta geotérmica Miravalles,geothermal,55,MW,operating,1998.0,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE),Costa Rica,https://gem.wiki/Miravalles_geothermal_power_plant,10.7002,-85.1944,exact,Americas,Latin America and the Caribbean
Roseau Valley 2 geothermal power plant,,,geothermal,120,MW,announced,2026.0,,,Dominica,https://gem.wiki/Roseau_Valley_2_geothermal_power_plant,15.3001,-61.3691,approximate,Americas,Latin America and the Caribbean
Chachimbiro geothermal power plant,,Proyecto geotérmico Chachimbiro,geothermal,50,MW,pre-construction,2026.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),Ecuador,https://gem.wiki/Chachimbiro_geothermal_power_plant,0.4599,-78.2364,approximate,Americas,Latin America and the Caribbean
Ahuachapán geothermal power plant,1,Central geotérmica Ahuachapán,geothermal,30,MW,operating,1975.0,LaGeo,LaGeo,El Salvador,https://gem.wiki/Ahuachapán_geothermal_power_plant,13.9202,-89.8174,exact,Americas,Latin America and the Caribbean
Ahuachapán geothermal power plant,2,Central geotérmica Ahuachapán,geothermal,30,MW,operating,1976.0,LaGeo,LaGeo,El Salvador,https://gem.wiki/Ahuachapán_geothermal_power_plant,13.9202,-89.8174,exact,Americas,Latin America and the Caribbean
Ahuachapán geothermal power plant,3,Central geotérmica Ahuachapán,geothermal,35,MW,operating,1980.0,LaGeo,LaGeo,El Salvador,https://gem.wiki/Ahuachapán_geothermal_power_plant,13.9202,-89.8174,exact,Americas,Latin America and the Caribbean
Berlín geothermal power plant,,Central geotérmica Berlín,geothermal,40,MW,operating,2007.0,LaGeo,LaGeo,El Salvador,https://gem.wiki/Berlín_geothermal_power_plant,13.5248,-88.5073,exact,Americas,Latin America and the Caribbean
Volcán de Conchagua geothermal power plant,,Central geotérmica Volcán de Conchagua,geothermal,30,MW,announced,,LaGeo,LaGeo,El Salvador,https://gem.wiki/Volcán_de_Conchagua_geothermal_power_plant,13.2753,-87.8462,approximate,Americas,Latin America and the Caribbean
Aluto Langano geothermal power plant,Future units,,geothermal,70,MW,construction,,Ethiopian Electric Power (EEP),Ethiopian Electric Power (EEP),Ethiopia,https://gem.wiki/Aluto_Langano_geothermal_power_plant,7.7888,38.7952,exact,Africa,Sub-Saharan Africa
Corbetti geothermal power plant,1,,geothermal,50,MW,pre-construction,2027.0,Corbetti Geothermal,Reykjavik Geothermal [%]; Berkeley Energy [%]; InfraCo Africa [%],Ethiopia,https://gem.wiki/Corbetti_geothermal_power_plant,7.1819,38.4371,approximate,Africa,Sub-Saharan Africa
Corbetti geothermal power plant,2,,geothermal,100,MW,pre-construction,,Corbetti Geothermal,Reykjavik Geothermal [%]; Berkeley Energy [%]; InfraCo Africa [%],Ethiopia,https://gem.wiki/Corbetti_geothermal_power_plant,7.1819,38.4371,approximate,Africa,Sub-Saharan Africa
Tendaho geothermal power plant,,,geothermal,180,MW,announced,2025.0,Ethiopian Electric Power (EEP),Ethiopian Electric Power (EEP),Ethiopia,https://gem.wiki/Tendaho_geothermal_power_plant,11.6925,40.9563,approximate,Africa,Sub-Saharan Africa
Tulu Moye geothermal power plant,1,,geothermal,50,MW,construction,2023.0,Meridiam,Meridiam [50%]; Reykjavik Geothermal [50%],Ethiopia,https://gem.wiki/Tulu_Moye_geothermal_power_plant,9.7253,39.3522,approximate,Africa,Sub-Saharan Africa
Tulu Moye geothermal power plant,2,,geothermal,100,MW,pre-construction,2025.0,Meridiam,Meridiam [50%]; Reykjavik Geothermal [50%],Ethiopia,https://gem.wiki/Tulu_Moye_geothermal_power_plant,9.7253,39.3522,approximate,Africa,Sub-Saharan Africa
Bouillante geothermal power plant,3,Centrale géothermique de Bouillante,geothermal,30,MW,announced,,Ormat Technology INC,Ormat Technology INC,Guadeloupe,https://gem.wiki/Bouillante_geothermal_power_plant,16.1274,-61.769,exact,Americas,Latin America and the Caribbean
Platanares geothermal power plant,,Central geotérmica Platanares,geothermal,35,MW,operating,2017.0,Ormat Technology INC,Ormat Technology INC,Honduras,https://gem.wiki/Platanares_geothermal_power_plant,14.7471,-88.9518,exact,Americas,Latin America and the Caribbean
Turawell geothermal power plant,,,geothermal,40,MW,cancelled,,KS Orka Renewables PTE LTD,Zhejiang Kaishan Pressure Vessel CO LTD,Hungary,https://gem.wiki/Turawell_geothermal_power_plant,47.4611,19.0499,approximate,Europe,Eastern Europe
Bitra geothermal power plant,,,geothermal,135,MW,cancelled,,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Bitra_geothermal_power_plant,63.8576,-21.3844,approximate,Europe,Northern Europe
Bjarnarflag geothermal power plant,1,,geothermal,45,MW,cancelled,,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Bjarnarflag_geothermal_power_plant,65.6432,-16.8462,exact,Europe,Northern Europe
Bjarnarflag geothermal power plant,2,,geothermal,45,MW,cancelled,,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Bjarnarflag_geothermal_power_plant,65.6432,-16.8462,exact,Europe,Northern Europe
Eldvörp geothermal power plant,,,geothermal,50,MW,cancelled,,HS Orka,HS Orka,Iceland,https://gem.wiki/Eldvörp_geothermal_power_plant,63.9713,-22.5838,approximate,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,1,,geothermal,45,MW,operating,2006.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,2,,geothermal,45,MW,operating,2006.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,3,,geothermal,45,MW,operating,2008.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,4,,geothermal,45,MW,operating,2008.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,5,,geothermal,45,MW,operating,2011.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,6,,geothermal,45,MW,operating,2011.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hellisheiðarvirkjun geothermal power plant,Low-pressure turbine,,geothermal,33,MW,operating,2007.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hellisheiðarvirkjun_geothermal_power_plant,64.0373,-21.4007,exact,Europe,Northern Europe
Hverahlíð geothermal power plant,,,geothermal,90,MW,cancelled,,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Hverahlíð_geothermal_power_plant,64.0077,-21.3547,approximate,Europe,Northern Europe
Krafla geothermal power plant,1,,geothermal,30,MW,operating,1977.0,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Krafla_geothermal_power_plant,65.7035,-16.7735,exact,Europe,Northern Europe
Krafla geothermal power plant,2,,geothermal,30,MW,operating,1999.0,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Krafla_geothermal_power_plant,65.7035,-16.7735,exact,Europe,Northern Europe
Nesjavellir geothermal power station,1,Nesjavallavirkjun,geothermal,30,MW,operating,1998.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Nesjavellir_geothermal_power_station,64.1081,-21.2567,exact,Europe,Northern Europe
Nesjavellir geothermal power station,2,Nesjavallavirkjun,geothermal,30,MW,operating,1998.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Nesjavellir_geothermal_power_station,64.1081,-21.2567,exact,Europe,Northern Europe
Nesjavellir geothermal power station,3,Nesjavallavirkjun,geothermal,30,MW,operating,,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Nesjavellir_geothermal_power_station,64.1081,-21.2567,exact,Europe,Northern Europe
Nesjavellir geothermal power station,4,Nesjavallavirkjun,geothermal,30,MW,operating,2005.0,Orkuveita Reykjavikur,Orkuveita Reykjavikur,Iceland,https://gem.wiki/Nesjavellir_geothermal_power_station,64.1081,-21.2567,exact,Europe,Northern Europe
Reykjanes geothermal power plant,1,Reykjanesvirkjun,geothermal,50,MW,operating,2006.0,HS Orka,HS Orka,Iceland,https://gem.wiki/Reykjanes_geothermal_power_plant,63.8251,-22.6848,exact,Europe,Northern Europe
Reykjanes geothermal power plant,2,Reykjanesvirkjun,geothermal,50,MW,operating,2006.0,HS Orka,HS Orka,Iceland,https://gem.wiki/Reykjanes_geothermal_power_plant,63.8251,-22.6848,exact,Europe,Northern Europe
Reykjanes geothermal power plant,3,Reykjanesvirkjun,geothermal,30,MW,operating,2023.0,HS Orka,HS Orka,Iceland,https://gem.wiki/Reykjanes_geothermal_power_plant,63.8251,-22.6848,exact,Europe,Northern Europe
Svartsengi geothermal power plant,5,Virkjunin í Svartsengi,geothermal,30,MW,operating,2000.0,HS Orka,HS Orka,Iceland,https://gem.wiki/Svartsengi_geothermal_power_plant,63.8788,-22.4332,exact,Europe,Northern Europe
Svartsengi geothermal power plant,6,Virkjunin í Svartsengi,geothermal,30,MW,operating,2008.0,HS Orka,HS Orka,Iceland,https://gem.wiki/Svartsengi_geothermal_power_plant,63.8788,-22.4332,exact,Europe,Northern Europe
Þeistareykir geothermal station,1,,geothermal,45,MW,operating,2017.0,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Þeistareykir_geothermal_station,65.8801,-16.8401,approximate,Europe,Northern Europe
Þeistareykir geothermal station,2,,geothermal,45,MW,operating,2018.0,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Þeistareykir_geothermal_station,65.8801,-16.8401,approximate,Europe,Northern Europe
Þeistareykir geothermal station,3,,geothermal,45,MW,pre-construction,,Landsvirkjun,Landsvirkjun,Iceland,https://gem.wiki/Þeistareykir_geothermal_station,65.8801,-16.8401,approximate,Europe,Northern Europe
Arrow Lampung geothermal power plant,,,geothermal,50,MW,cancelled,,Arrow Resources Development,Arrow Resources Development,Indonesia,https://gem.wiki/Arrow_Lampung_geothermal_power_plant,-4.5846,105.3231,approximate,Asia,South-eastern Asia
Banten geothermal power plant,,,geothermal,110,MW,pre-construction,,PT Sintesa Green Energy,PT Sintesa Green Energy,Indonesia,https://gem.wiki/Banten_geothermal_power_plant,-6.326,106.1161,approximate,Asia,South-eastern Asia
Baturaden geothermal power plant,1,,geothermal,50,MW,construction,2024.0,,PT Nirwana Suci Abadi [89%]; PT Trinergy Mandiri International [11%],Indonesia,https://gem.wiki/Baturaden_geothermal_power_plant,-7.3001,109.2168,approximate,Asia,South-eastern Asia
Baturaden geothermal power plant,Future units,,geothermal,170,MW,pre-construction,2025.0,,PT Nirwana Suci Abadi [89%]; PT Trinergy Mandiri International [11%],Indonesia,https://gem.wiki/Baturaden_geothermal_power_plant,-7.3001,109.2168,approximate,Asia,South-eastern Asia
Blawan Ijen geothermal project,1,,geothermal,34,MW,construction,2025.0,PT Medco Power Indonesia,PT Medco Power Indonesia [51%]; Ormat Technology INC [49%],Indonesia,https://gem.wiki/Blawan_Ijen_geothermal_project,-7.9768,114.1883,approximate,Asia,South-eastern Asia
Blawan Ijen geothermal project,2,,geothermal,55,MW,pre-construction,,PT Medco Power Indonesia,PT Medco Power Indonesia [51%]; Ormat Technology INC [49%],Indonesia,https://gem.wiki/Blawan_Ijen_geothermal_project,-7.9735,114.1708,approximate,Asia,South-eastern Asia
Darajat geothermal power plant,1,,geothermal,55,MW,operating,1994.0,,Star Energy Geothermal,Indonesia,https://gem.wiki/Darajat_geothermal_power_plant,-7.2173,107.7394,exact,Asia,South-eastern Asia
Darajat geothermal power plant,2,,geothermal,90,MW,operating,2000.0,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Darajat_geothermal_power_plant,-7.2173,107.7394,exact,Asia,South-eastern Asia
Darajat geothermal power plant,3,,geothermal,121,MW,operating,2009.0,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Darajat_geothermal_power_plant,-7.2173,107.7394,exact,Asia,South-eastern Asia
Dieng geothermal power plant,1,,geothermal,60,MW,operating,1998.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Dieng_geothermal_power_plant,-7.2261,109.8975,exact,Asia,South-eastern Asia
Dieng geothermal power plant,2,,geothermal,55,MW,construction,2024.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Dieng_geothermal_power_plant,-7.2261,109.8975,exact,Asia,South-eastern Asia
Dieng geothermal power plant,3,,geothermal,55,MW,pre-construction,2025.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Dieng_geothermal_power_plant,-7.2261,109.8975,exact,Asia,South-eastern Asia
Dieng geothermal power plant,Future units,,geothermal,270,MW,announced,2030.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Dieng_geothermal_power_plant,-7.2261,109.8975,exact,Asia,South-eastern Asia
Guci geothermal power plant,,,geothermal,55,MW,announced,2024.0,,,Indonesia,https://gem.wiki/Guci_geothermal_power_plant,-7.0446,110.4037,approximate,Asia,South-eastern Asia
Gunung Geureudong geothermal power plant,Future units,,geothermal,220,MW,pre-construction,2024.0,Hitay Energy Holdings,Hitay Energy Holdings,Indonesia,https://gem.wiki/Gunung_Geureudong_geothermal_power_plant,4.8106,96.8171,approximate,Asia,South-eastern Asia
Gunung Salak geothermal power plant,1,,geothermal,55,MW,operating,1994.0,Kamojang POMU,PT Indonesia Power (PTIP),Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,2,,geothermal,55,MW,operating,1994.0,Kamojang POMU,PT Indonesia Power (PTIP),Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,3,,geothermal,55,MW,operating,,Kamojang POMU,PT Indonesia Power (PTIP),Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,4,,geothermal,55,MW,operating,1997.0,Kamojang POMU,Unocal Geothermal [50%]; PT Nusamba [50%],Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,5,,geothermal,55,MW,operating,1997.0,Kamojang POMU,Unocal Geothermal [50%]; PT Nusamba [50%],Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,6,,geothermal,55,MW,operating,1997.0,Kamojang POMU,Unocal Geothermal [50%]; PT Nusamba [50%],Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.7416,106.648,exact,Asia,South-eastern Asia
Gunung Salak geothermal power plant,7,,geothermal,55,MW,construction,2023.0,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Gunung_Salak_geothermal_power_plant,-6.741,106.673,exact,Asia,South-eastern Asia
Gunung Tamponas geothermal power plant,,,geothermal,55,MW,announced,2025.0,PT Wika Jabar Power,PT Resources Jaya Teknik Management [33%]; PT Jasa Sarana [33%]; PT Wijaya Karya [33%],Indonesia,https://gem.wiki/Gunung_Tamponas_geothermal_power_plant,-6.8426,107.9143,approximate,Asia,South-eastern Asia
Hululais geothermal power plant,1,,geothermal,55,MW,construction,2024.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Hululais_geothermal_power_plant,-3.2413,102.2782,exact,Asia,South-eastern Asia
Hululais geothermal power plant,2,,geothermal,55,MW,pre-construction,2026.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Hululais_geothermal_power_plant,-3.2413,102.2782,exact,Asia,South-eastern Asia
Hululais geothermal power plant,Future units,,geothermal,230,MW,announced,,Pertamina Geothermal Energy,,Indonesia,https://gem.wiki/Hululais_geothermal_power_plant,-3.2413,102.2782,exact,Asia,South-eastern Asia
Kamojang geothermal power plant,1,,geothermal,30,MW,operating,1983.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Kamojang_geothermal_power_plant,-7.1388,107.7851,exact,Asia,South-eastern Asia
Kamojang geothermal power plant,2,,geothermal,55,MW,operating,1987.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Kamojang_geothermal_power_plant,-7.1388,107.7851,exact,Asia,South-eastern Asia
Kamojang geothermal power plant,3,,geothermal,55,MW,operating,1987.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Kamojang_geothermal_power_plant,-7.1388,107.7851,exact,Asia,South-eastern Asia
Kamojang geothermal power plant,4,,geothermal,60,MW,operating,2008.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Kamojang_geothermal_power_plant,-7.1388,107.7851,exact,Asia,South-eastern Asia
Kamojang geothermal power plant,5,,geothermal,35,MW,operating,2015.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Kamojang_geothermal_power_plant,-7.1388,107.7851,exact,Asia,South-eastern Asia
Karaha geothermal power plant,1,,geothermal,30,MW,operating,2018.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Karaha_geothermal_power_plant,-7.1477,108.0848,exact,Asia,South-eastern Asia
Kepahiang geothermal power plant,1,,geothermal,55,MW,announced,,,PT PLN (Persero),Indonesia,https://gem.wiki/Kepahiang_geothermal_power_plant,-3.629,102.6009,approximate,Asia,South-eastern Asia
Kepahiang geothermal power plant,2,,geothermal,55,MW,announced,,,PT PLN (Persero),Indonesia,https://gem.wiki/Kepahiang_geothermal_power_plant,-3.629,102.6009,approximate,Asia,South-eastern Asia
Lumut Balai 2 geothermal power plant,1,,geothermal,55,MW,pre-construction,2024.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Lumut_Balai_2_geothermal_power_plant,-4.1943,103.6403,exact,Asia,South-eastern Asia
Lumut Balai 2 geothermal power plant,2,,geothermal,55,MW,pre-construction,2024.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Lumut_Balai_2_geothermal_power_plant,-4.1943,103.6403,exact,Asia,South-eastern Asia
Lumut Balai geothermal power plant,1,,geothermal,55,MW,operating,2019.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Lumut_Balai_geothermal_power_plant,-4.1943,103.6403,exact,Asia,South-eastern Asia
Lumut Balai geothermal power plant,2,,geothermal,55,MW,construction,2023.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Lumut_Balai_geothermal_power_plant,-4.1943,103.6403,exact,Asia,South-eastern Asia
Mount Sibayak geothermal power plant,,,geothermal,40,MW,cancelled,,PT Okha Hutomo Satrya,PT Okha Hutomo Satrya,Indonesia,https://gem.wiki/Mount_Sibayak_geothermal_power_plant,3.1853,98.5048,approximate,Asia,South-eastern Asia
Muarah Laboh geothermal plant,1,,geothermal,85,MW,operating,2019.0,PT Supreme Energy,ENGIE [18.5%]; Sumitomo CORP [18.5%]; PT Supreme Energy [30%]; INPEX CORP [33%],Indonesia,https://gem.wiki/Muarah_Laboh_geothermal_plant,-1.6268,101.1296,exact,Asia,South-eastern Asia
Muarah Laboh geothermal plant,2,,geothermal,75,MW,construction,2023.0,PT Supreme Energy,ENGIE [18.5%]; Sumitomo CORP [18.5%]; PT Supreme Energy [30%]; INPEX CORP [33%],Indonesia,https://gem.wiki/Muarah_Laboh_geothermal_plant,-1.6268,101.1296,exact,Asia,South-eastern Asia
Ngebel geothermal power plant,1,,geothermal,55,MW,pre-construction,2024.0,,Oakridge International [65%]; PT Bakrie Power [34%],Indonesia,https://gem.wiki/Ngebel_geothermal_power_plant,-7.7761,111.6374,exact,Asia,South-eastern Asia
Ngebel geothermal power plant,2,,geothermal,55,MW,pre-construction,2024.0,,Oakridge International [65%]; PT Bakrie Power [34%],Indonesia,https://gem.wiki/Ngebel_geothermal_power_plant,-7.7761,111.6374,exact,Asia,South-eastern Asia
Ngebel geothermal power plant,Future units,,geothermal,55,MW,pre-construction,2024.0,,Oakridge International [65%]; PT Bakrie Power [34%],Indonesia,https://gem.wiki/Ngebel_geothermal_power_plant,-7.7761,111.6374,exact,Asia,South-eastern Asia
Patuha geothermal power plant,1,,geothermal,55,MW,operating,2014.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Patuha_geothermal_power_plant,-7.1838,107.4215,exact,Asia,South-eastern Asia
Patuha geothermal power plant,2,,geothermal,55,MW,construction,2023.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Patuha_geothermal_power_plant,-7.1838,107.4215,exact,Asia,South-eastern Asia
Patuha geothermal power plant,3,,geothermal,55,MW,announced,2025.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Patuha_geothermal_power_plant,-7.1838,107.4215,exact,Asia,South-eastern Asia
Patuha geothermal power plant,Future units,,geothermal,290,MW,announced,2030.0,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE),Indonesia,https://gem.wiki/Patuha_geothermal_power_plant,-7.1838,107.4215,exact,Asia,South-eastern Asia
Rajabasa geothermal power plant,1,,geothermal,110,MW,pre-construction,2025.0,PT Supreme Energy,PT Supreme Energy [33%]; ENGIE [33%]; Sumitomo Joint Electric Power CO LTD [33%],Indonesia,https://gem.wiki/Rajabasa_geothermal_power_plant,-5.7817,105.6256,approximate,Asia,South-eastern Asia
Rajabasa geothermal power plant,2,,geothermal,110,MW,pre-construction,2025.0,PT Supreme Energy,PT Supreme Energy [33%]; ENGIE [33%]; Sumitomo Joint Electric Power CO LTD [33%],Indonesia,https://gem.wiki/Rajabasa_geothermal_power_plant,-5.7817,105.6256,approximate,Asia,South-eastern Asia
