project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
L'Hospitalet hydroelectric plant,93,MW,hydropower,operating,1960.0,EDF Energy,,42.5879,1.7972,exact,https://gem.wiki/L'Hospitalet_hydroelectric_plant,France,Europe,Western Europe
La Saussaz-II hydroelectric plant,150,MW,hydropower,operating,1973.0,EDF Energy,,45.211,6.475,exact,https://gem.wiki/La_Saussaz-II_hydroelectric_plant,France,Europe,Western Europe
Laval De Cere hydroelectric plant,96,MW,hydropower,operating,1967.0,EDF Energy,,44.9532,1.9495,exact,https://gem.wiki/Laval_De_Cere_hydroelectric_plant,France,Europe,Western Europe
Le Sautet hydroelectric plant,76,MW,hydropower,operating,1931.0,EDF Energy,,44.8166,5.9084,exact,https://gem.wiki/Le_Sautet_hydroelectric_plant,France,Europe,Western Europe
Les Brevieres hydroelectric plant,90,MW,hydropower,operating,1952.0,EDF Energy,,45.5042,6.9247,exact,https://gem.wiki/Les_Brevieres_hydroelectric_plant,France,Europe,Western Europe
Logis Neuf hydroelectric plant,215,MW,hydropower,operating,1960.0,Compagnie Nationale du Rhône (CNR),,44.6763,4.7868,exact,https://gem.wiki/Logis_Neuf_hydroelectric_plant,France,Europe,Western Europe
Malgovert hydroelectric plant,297,MW,hydropower,operating,1953.0,EDF Energy,,45.6178,6.791,exact,https://gem.wiki/Malgovert_hydroelectric_plant,France,Europe,Western Europe
Mallemort hydroelectric plant,99,MW,hydropower,operating,1971.0,EDF Energy,,43.7161,5.2061,exact,https://gem.wiki/Mallemort_hydroelectric_plant,France,Europe,Western Europe
Marckolsheim hydroelectric plant,156,MW,hydropower,operating,1961.0,EDF Energy,,48.1537,7.5898,exact,https://gem.wiki/Marckolsheim_hydroelectric_plant,France,Europe,Western Europe
Maregès hydroelectric plant,146,MW,hydropower,operating,1935.0,ENGIE,,45.3917,2.3646,exact,https://gem.wiki/Maregès_hydroelectric_plant,France,Europe,Western Europe
Montahut hydroelectric plant,95,MW,hydropower,operating,1966.0,EDF Energy,,43.5708,2.9397,exact,https://gem.wiki/Montahut_hydroelectric_plant,France,Europe,Western Europe
Monteynard hydroelectric plant,366,MW,hydropower,operating,1962.0,EDF Energy,,44.8722,5.7726,exact,https://gem.wiki/Monteynard_hydroelectric_plant,France,Europe,Western Europe
Montézic hydroelectric plant,910,MW,hydropower,operating,1982.0,EDF Energy,,44.7372,2.6432,exact,https://gem.wiki/Montézic_hydroelectric_plant,France,Europe,Western Europe
Montpezat hydroelectric plant,132,MW,hydropower,operating,1954.0,EDF Energy,,43.7514,6.0888,exact,https://gem.wiki/Montpezat_hydroelectric_plant,France,Europe,Western Europe
Oraison hydroelectric plant,188,MW,hydropower,operating,1962.0,EDF Energy,,43.9212,5.9253,exact,https://gem.wiki/Oraison_hydroelectric_plant,France,Europe,Western Europe
Orlu hydroelectric plant,89,MW,hydropower,operating,1959.0,EDF Energy,,42.6893,1.9119,exact,https://gem.wiki/Orlu_hydroelectric_plant,France,Europe,Western Europe
Ottmarsheim hydroelectric plant,156,MW,hydropower,operating,1952.0,EDF Energy,,47.7741,7.5225,exact,https://gem.wiki/Ottmarsheim_hydroelectric_plant,France,Europe,Western Europe
Passy hydroelectric plant,104,MW,hydropower,operating,1951.0,EDF Energy,,45.917,6.7272,exact,https://gem.wiki/Passy_hydroelectric_plant,France,Europe,Western Europe
Pied De Borne hydroelectric plant,109,MW,hydropower,operating,1965.0,EDF Energy,,44.4788,3.9858,exact,https://gem.wiki/Pied_De_Borne_hydroelectric_plant,France,Europe,Western Europe
Pierre Bénite hydroelectric plant,84,MW,hydropower,operating,1966.0,Compagnie Nationale du Rhône (CNR),,45.7018,4.8422,exact,https://gem.wiki/Pierre_Bénite_hydroelectric_plant,France,Europe,Western Europe
Pouget hydroelectric plant,447,MW,hydropower,operating,1951.0,EDF Energy,,44.0597,2.7701,exact,https://gem.wiki/Pouget_hydroelectric_plant,France,Europe,Western Europe
Pragneres hydroelectric plant,189,MW,hydropower,operating,1954.0,EDF Energy,,42.8205,0.0102,exact,https://gem.wiki/Pragneres_hydroelectric_plant,France,Europe,Western Europe
Randens hydroelectric plant,124,MW,hydropower,operating,1954.0,EDF Energy,,45.5275,6.3208,exact,https://gem.wiki/Randens_hydroelectric_plant,France,Europe,Western Europe
Revin hydroelectric plant,808,MW,hydropower,operating,1976.0,EDF Energy,,49.9276,4.6171,exact,https://gem.wiki/Revin_hydroelectric_plant,France,Europe,Western Europe
Rhinau hydroelectric plant,152,MW,hydropower,operating,1963.0,EDF Energy,,48.2844,7.6768,exact,https://gem.wiki/Rhinau_hydroelectric_plant,France,Europe,Western Europe
Romanche Gavet hydroelectric plant,97,MW,hydropower,operating,2020.0,EDF Energy,,45.1172,5.9613,exact,https://gem.wiki/Romanche_Gavet_hydroelectric_plant,France,Europe,Western Europe
Sablons hydroelectric plant,160,MW,hydropower,operating,1977.0,Compagnie Nationale du Rhône (CNR),,45.3066,4.7975,exact,https://gem.wiki/Sablons_hydroelectric_plant,France,Europe,Western Europe
Saint Chamas hydroelectric plant,159,MW,hydropower,operating,1966.0,EDF Energy,,43.529,5.0741,exact,https://gem.wiki/Saint_Chamas_hydroelectric_plant,France,Europe,Western Europe
Saint Estève hydroelectric plant,146,MW,hydropower,operating,1963.0,EDF Energy,,43.692,5.385,exact,https://gem.wiki/Saint_Estève_hydroelectric_plant,France,Europe,Western Europe
Saint Guillerme hydroelectric plant,116,MW,hydropower,operating,1983.0,EDF Energy,,45.029,6.0717,exact,https://gem.wiki/Saint_Guillerme_hydroelectric_plant,France,Europe,Western Europe
Saint Pierre Cognet hydroelectric plant,101,MW,hydropower,operating,1957.0,EDF Energy,,44.8725,5.7732,exact,https://gem.wiki/Saint_Pierre_Cognet_hydroelectric_plant,France,Europe,Western Europe
Saint Pierre hydroelectric plant,122,MW,hydropower,operating,,ENGIE,,45.3906,2.3663,exact,https://gem.wiki/Saint_Pierre_hydroelectric_plant,France,Europe,Western Europe
Saint-Etienne-Cantales hydroelectric plant,103,MW,hydropower,operating,1945.0,EDF Energy,,44.9453,2.2184,exact,https://gem.wiki/Saint-Etienne-Cantales_hydroelectric_plant,France,Europe,Western Europe
Sainte Croix hydroelectric plant,132,MW,hydropower,operating,1974.0,EDF Energy,,43.7375,6.1343,exact,https://gem.wiki/Sainte_Croix_hydroelectric_plant,France,Europe,Western Europe
Sainte Tulle hydroelectric plant,97,MW,hydropower,operating,1925.0,EDF Energy,,43.7865,5.774,exact,https://gem.wiki/Sainte_Tulle_hydroelectric_plant,France,Europe,Western Europe
Salignac hydroelectric plant,78,MW,hydropower,operating,1976.0,EDF Energy,,44.1371,5.9789,exact,https://gem.wiki/Salignac_hydroelectric_plant,France,Europe,Western Europe
Salon hydroelectric plant,96,MW,hydropower,operating,1966.0,EDF Energy,,43.6331,5.1148,exact,https://gem.wiki/Salon_hydroelectric_plant,France,Europe,Western Europe
Sarrans hydroelectric plant,183,MW,hydropower,operating,1934.0,EDF Energy,,44.828,2.7395,exact,https://gem.wiki/Sarrans_hydroelectric_plant,France,Europe,Western Europe
Serre Ponçon hydroelectric plant,384,MW,hydropower,operating,1960.0,EDF Energy,,44.4709,6.2696,exact,https://gem.wiki/Serre_Ponçon_hydroelectric_plant,France,Europe,Western Europe
Sisteron hydroelectric plant,240,MW,hydropower,operating,1975.0,EDF Energy,,44.2093,5.9186,exact,https://gem.wiki/Sisteron_hydroelectric_plant,France,Europe,Western Europe
Strasbourg hydroelectric plant,148,MW,hydropower,operating,1969.0,EDF Energy,,48.5251,7.8001,exact,https://gem.wiki/Strasbourg_hydroelectric_plant,France,Europe,Western Europe
Super Bissorte hydroelectric plant,742,MW,hydropower,operating,1987.0,EDF Energy,,45.2047,6.5779,exact,https://gem.wiki/Super_Bissorte_hydroelectric_plant,France,Europe,Western Europe
Villarodin hydroelectric plant,364,MW,hydropower,operating,1968.0,EDF Energy,,45.2128,6.7164,exact,https://gem.wiki/Villarodin_hydroelectric_plant,France,Europe,Western Europe
Vogelgrün hydroelectric plant,141,MW,hydropower,operating,1959.0,EDF Energy,,48.0199,7.5733,exact,https://gem.wiki/Vogelgrün_hydroelectric_plant,France,Europe,Western Europe
Vouglans hydroelectric plant,285,MW,hydropower,operating,1968.0,EDF Energy,,46.3968,5.6634,exact,https://gem.wiki/Vouglans_hydroelectric_plant,France,Europe,Western Europe
Gambsheim hydroelectric plant,100,MW,hydropower,operating,1974.0,,,48.6848,7.9121,exact,https://gem.wiki/Gambsheim_hydroelectric_plant,"France, Germany",Europe,Western Europe
Iffezheim hydroelectric plant,146,MW,hydropower,operating,1978.0,EnBW Energie Baden-Württemberg AG [50%]; Electricité de France (EDF) [50%],Rheinkraftwerk Iffezheim (RKI) GMBH,48.8325,8.1115,exact,https://gem.wiki/Iffezheim_hydroelectric_plant,"France, Germany",Europe,Western Europe
Châtelard-Vallorcine hydroelectric plant,260,MW,hydropower,operating,1978.0,Alpiq Suisse SA [50%]; Electricité de France (EDF) [50%],Emosson (ESA),46.0513,6.9488,exact,https://gem.wiki/Châtelard-Vallorcine_hydroelectric_plant,"France, Switzerland",Europe,Western Europe
Petit Saut hydroelectric plant,116,MW,hydropower,operating,1994.0,EDF Energy,,5.063,-53.0476,exact,https://gem.wiki/Petit_Saut_hydroelectric_plant,French Guiana,Americas,Latin America and the Caribbean
Booué hydroelectric plant,411,MW,hydropower,pre-construction,,,,-0.088,11.9339,approximate,https://gem.wiki/Booué_hydroelectric_plant,Gabon,Africa,Sub-Saharan Africa
Grand Poubara hydroelectric plant,160,MW,hydropower,operating,2013.0,Société d’énergie et d’eau du Gabon (SEEG),,-1.7732,13.552,exact,https://gem.wiki/Grand_Poubara_hydroelectric_plant,Gabon,Africa,Sub-Saharan Africa
Impératrice Eugénie hydroelectric plant,84,MW,hydropower,pre-construction,,,,-1.1691,10.5946,exact,https://gem.wiki/Impératrice_Eugénie_hydroelectric_plant,Gabon,Africa,Sub-Saharan Africa
Tséngue-Leledi hydroelectric plant,300,MW,hydropower,pre-construction,,,,-0.1379,12.1969,approximate,https://gem.wiki/Tséngue-Leledi_hydroelectric_plant,Gabon,Africa,Sub-Saharan Africa
Dariali hydroelectric plant,108,MW,hydropower,operating,2016.0,Robbins CO [30 %]; Georgian Energy Development Fund [30 %]; Feri LTD [40 %],,42.7453,44.6253,exact,https://gem.wiki/Dariali_hydroelectric_plant,Georgia,Asia,Western Asia
Dizi hydroelectric plant,250,MW,hydropower,announced,2025.0,,,43.0084,42.6137,exact,https://gem.wiki/Dizi_hydroelectric_plant,Georgia,Asia,Western Asia
Dzevrula hydroelectric plant,80,MW,hydropower,operating,1956.0,Energo-Pro Georgia JSC,,42.2629,42.9582,exact,https://gem.wiki/Dzevrula_hydroelectric_plant,Georgia,Asia,Western Asia
Enguri hydroelectric plant,1300,MW,hydropower,operating,1978.0,Engurhesi LLC,,42.7584,42.0309,exact,https://gem.wiki/Enguri_hydroelectric_plant,Georgia,Asia,Western Asia
Ieli hydroelectric plant,80,MW,hydropower,announced,,,,43.0084,42.6137,exact,https://gem.wiki/Ieli_hydroelectric_plant,Georgia,Asia,Western Asia
Khrami I hydroelectric plant,114,MW,hydropower,operating,1947.0,JSC Inter RAO UES,,41.549,44.1236,exact,https://gem.wiki/Khrami_I_hydroelectric_plant,Georgia,Asia,Western Asia
Khrami II hydroelectric plant,110,MW,hydropower,operating,1963.0,JSC Inter RAO UES,,41.468,44.2352,exact,https://gem.wiki/Khrami_II_hydroelectric_plant,Georgia,Asia,Western Asia
Khudoni hydroelectric plant,702,MW,hydropower,announced,,,,42.9547,42.1939,exact,https://gem.wiki/Khudoni_hydroelectric_plant,Georgia,Asia,Western Asia
Kvanchiani hydroelectric plant,230,MW,hydropower,announced,,,,43.0084,42.6137,exact,https://gem.wiki/Kvanchiani_hydroelectric_plant,Georgia,Asia,Western Asia
Lajanuri hydroelectric plant,112,MW,hydropower,operating,1960.0,Energo-Pro Georgia JSC,,42.589,42.8519,exact,https://gem.wiki/Lajanuri_hydroelectric_plant,Georgia,Asia,Western Asia
Lentekhi hydroelectric plant,80,MW,hydropower,announced,2029.0,Georgian Co-Investment Fund,,42.668,43.5349,approximate,https://gem.wiki/Lentekhi_hydroelectric_plant,Georgia,Asia,Western Asia
Lower Namakhvani hydroelectric plant,333,MW,hydropower,inactive,,,,42.668,43.5349,approximate,https://gem.wiki/Lower_Namakhvani_hydroelectric_plant,Georgia,Asia,Western Asia
Nenskra hydroelectric plant,280,MW,hydropower,shelved,,Korea Water Resources CORP (KOWACO) [80%]; Partnership Fund [20%],JSC Nenskra Hydro,42.7352,42.1689,exact,https://gem.wiki/Nenskra_hydroelectric_plant,Georgia,Asia,Western Asia
Oni 1 hydroelectric plant,122,MW,hydropower,announced,2029.0,Peri LTD [90%]; Georgian Co-Investment Fund [10%],JSC Oni Cascade,42.668,43.5349,approximate,https://gem.wiki/Oni_1_hydroelectric_plant,Georgia,Asia,Western Asia
Oni 2 hydroelectric plant,84,MW,hydropower,announced,2029.0,Peri LTD [90%]; Georgian Co-Investment Fund [10%],JSC Oni Cascade,42.668,43.5349,approximate,https://gem.wiki/Oni_2_hydroelectric_plant,Georgia,Asia,Western Asia
Paravani hydroelectric plant,85,MW,hydropower,operating,2014.0,Georgia-Urban Enerji LLC (GUE),,41.4573,43.4612,exact,https://gem.wiki/Paravani_hydroelectric_plant,Georgia,Asia,Western Asia
Shuakhevi hydroelectric plant,179,MW,hydropower,operating,2017.0,Clean Energy Invest AS [50%]; Tata Power [50%],Adjaristsqali Georgia LLC,41.6578,42.3496,exact,https://gem.wiki/Shuakhevi_hydroelectric_plant,Georgia,Asia,Western Asia
Tsageri hydroelectric plant,151,MW,hydropower,announced,2029.0,Georgian Co-Investment Fund,,42.668,43.5349,approximate,https://gem.wiki/Tsageri_hydroelectric_plant,Georgia,Asia,Western Asia
Upper Namakhvani hydroelectric plant,100,MW,hydropower,inactive,,,,42.2643,42.6787,approximate,https://gem.wiki/Upper_Namakhvani_hydroelectric_plant,Georgia,Asia,Western Asia
Vardnili-1 hydroelectric plant,220,MW,hydropower,operating,1971.0,,,42.6524,41.7619,exact,https://gem.wiki/Vardnili-1_hydroelectric_plant,Georgia,Asia,Western Asia
Zhinvali hydroelectric plant,130,MW,hydropower,operating,1984.0,Georgia Global Utilities (GGU),,42.1349,44.7721,exact,https://gem.wiki/Zhinvali_hydroelectric_plant,Georgia,Asia,Western Asia
Albbruck-Dogern hydroelectric plant,105,MW,hydropower,operating,1933.0,RWE AG [77%]; AEW Energie AG [17%]; Energiedienst Holding AG [5%]; EnBW Energie Baden-Württemberg AG [1%],Schluchseewerk AG,47.5861,8.1327,exact,https://gem.wiki/Albbruck-Dogern_hydroelectric_plant,Germany,Europe,Western Europe
Bleiloch hydroelectric plant,80,MW,hydropower,operating,1932.0,Vattenfall AB,,50.525,11.7149,exact,https://gem.wiki/Bleiloch_hydroelectric_plant,Germany,Europe,Western Europe
Erzhausen hydroelectric plant,220,MW,hydropower,operating,1964.0,Statkraft AS,Statkraft AS,51.8993,9.9243,exact,https://gem.wiki/Erzhausen_hydroelectric_plant,Germany,Europe,Western Europe
Fettweis Forbach hydroelectric plant,200,MW,hydropower,shelved,,EnBW Energie Baden-Württemberg AG,,48.6741,8.3551,exact,https://gem.wiki/Fettweis_Forbach_hydroelectric_plant,Germany,Europe,Western Europe
Fettweis Forbach Pumped Storage hydroelectric plant,195,MW,hydropower,shelved,,EnBW Energie Baden-Württemberg AG,,48.6741,8.3551,exact,https://gem.wiki/Fettweis_Forbach_Pumped_Storage_hydroelectric_plant,Germany,Europe,Western Europe
Geesthacht hydroelectric plant,119,MW,hydropower,operating,1958.0,Vattenfall AB,Vattenfall,53.4188,10.3943,exact,https://gem.wiki/Geesthacht_hydroelectric_plant,Germany,Europe,Western Europe
Glems hydroelectric plant,90,MW,hydropower,operating,1964.0,EnBW Energie Baden-Württemberg AG,,48.505,9.2869,exact,https://gem.wiki/Glems_hydroelectric_plant,Germany,Europe,Western Europe
Goldisthal hydroelectric plant,1060,MW,hydropower,operating,2004.0,Vattenfall AB,Vattenfall,50.5178,11.0085,exact,https://gem.wiki/Goldisthal_hydroelectric_plant,Germany,Europe,Western Europe
Häusern hydroelectric plant,100,MW,hydropower,operating,1932.0,RWE Power AG [50%]; EnBW Energie Baden-Württemberg AG [37.5%]; Energiedienst Holding AG [7.5%]; Energiedienst Holding AG [5%],,47.7553,8.1876,exact,https://gem.wiki/Häusern_hydroelectric_plant,Germany,Europe,Western Europe
Heimbach hydroelectric plant,280,MW,hydropower,inactive,,,,50.0254,7.8237,exact,https://gem.wiki/Heimbach_hydroelectric_plant,Germany,Europe,Western Europe
Herdecke hydroelectric plant,154,MW,hydropower,operating,1989.0,RWE AG,,51.4103,7.4526,exact,https://gem.wiki/Herdecke_hydroelectric_plant,Germany,Europe,Western Europe
Hohenwarte II hydroelectric plant,320,MW,hydropower,operating,1966.0,Vattenfall AB,Vattenfall,50.6042,11.4747,exact,https://gem.wiki/Hohenwarte_II_hydroelectric_plant,Germany,Europe,Western Europe
Koepchenwerk hydroelectric plant,132,MW,hydropower,inactive,1930.0,RWE AG,,51.4128,7.4513,exact,https://gem.wiki/Koepchenwerk_hydroelectric_plant,Germany,Europe,Western Europe
Langenprozelten hydroelectric plant,164,MW,hydropower,operating,1976.0,Uniper [77.49%]; Unknown [22.51%],E.ON SE,50.0531,9.5812,exact,https://gem.wiki/Langenprozelten_hydroelectric_plant,Germany,Europe,Western Europe
Leitzach hydroelectric plant,93,MW,hydropower,operating,,Stadtwerke München GMBH,,47.874,11.8712,exact,https://gem.wiki/Leitzach_hydroelectric_plant,Germany,Europe,Western Europe
Leutenberg/Probstzella hydroelectric plant,400,MW,hydropower,announced,,Vattenfall,WSK Puls,50.5537,11.4161,approximate,https://gem.wiki/Leutenberg/Probstzella_hydroelectric_plant,Germany,Europe,Western Europe
Markersbach hydroelectric plant,1046,MW,hydropower,operating,1981.0,Vattenfall AB,Vattenfall,50.5176,12.8804,exact,https://gem.wiki/Markersbach_hydroelectric_plant,Germany,Europe,Western Europe
Nethe hydroelectric plant,390,MW,hydropower,shelved,,Trianel GMBH,Trianel GmbH,51.723,9.3469,exact,https://gem.wiki/Nethe_hydroelectric_plant,Germany,Europe,Western Europe
Reisach hydroelectric plant,107,MW,hydropower,operating,1955.0,ENGIE,ENGIE,49.5302,12.2846,exact,https://gem.wiki/Reisach_hydroelectric_plant,Germany,Europe,Western Europe
Riedl hydroelectric plant,300,MW,hydropower,announced,,Verbund Hydro Power GMBH,,48.5237,13.7252,exact,https://gem.wiki/Riedl_hydroelectric_plant,Germany,Europe,Western Europe
Rönkhausen hydroelectric plant,140,MW,hydropower,operating,1969.0,Enervie [50%]; STAWAG Stadtwerke Aachen AG [50%],Mark-E AG,51.2247,7.9932,exact,https://gem.wiki/Rönkhausen_hydroelectric_plant,Germany,Europe,Western Europe
Säckingen hydroelectric plant,360,MW,hydropower,operating,1967.0,RWE Power AG [50%]; EnBW Energie Baden-Württemberg AG [37.5%]; Energiedienst Holding AG [7.5%]; Energiedienst Holding AG [5%],Schluchseewerk AG,47.5653,7.953,exact,https://gem.wiki/Säckingen_hydroelectric_plant,Germany,Europe,Western Europe
Töging hydroelectric plant,85,MW,hydropower,operating,1924.0,Verbund Hydro Power GMBH,,48.2505,12.5849,exact,https://gem.wiki/Töging_hydroelectric_plant,Germany,Europe,Western Europe
Walchensee hydroelectric plant,124,MW,hydropower,operating,1924.0,Uniper,,47.6296,11.3377,exact,https://gem.wiki/Walchensee_hydroelectric_plant,Germany,Europe,Western Europe
Waldeck 1 hydroelectric plant,140,MW,hydropower,operating,2009.0,Uniper,,51.1678,9.047,exact,https://gem.wiki/Waldeck_1_hydroelectric_plant,Germany,Europe,Western Europe
Waldeck 2 hydroelectric plant,480,MW,hydropower,operating,1974.0,Uniper,,51.1678,9.047,exact,https://gem.wiki/Waldeck_2_hydroelectric_plant,Germany,Europe,Western Europe
Waldshut hydroelectric plant,150,MW,hydropower,operating,1951.0,RWE Power AG [50%]; EnBW Energie Baden-Württemberg AG [37.5%]; Energiedienst Holding AG [7.5%]; Energiedienst Holding AG [5%],,47.6184,8.1937,exact,https://gem.wiki/Waldshut_hydroelectric_plant,Germany,Europe,Western Europe
