project,unit,fuel1,fuel2,fuel3,capacity,status,start_year,conversion,owner,operator,country,url,lat,lng,accuracy,conversion_year,type
Gold River power station,1,bioenergy_-_refuse,,,90.0,cancelled,,no conversion,Green Island Energy,,Canada,https://gem.wiki/Gold_River_power_station,49.6827,-126.1253,exact,,bioenergy
Harmac power station,3,bioenergy_-_paper_mill_wastes,,,30.0,operating,,no conversion,Nanaimo Forest Products LTD,Nanaimo Forest Products LTD,Canada,https://gem.wiki/Harmac_power_station,49.1385,-123.8571,exact,,bioenergy
Howe Sound Mill power station,B1,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,63.0,operating,,no conversion,,Howe Sound Pulp & Paper CORP,Canada,https://gem.wiki/Howe_Sound_Mill_power_station,49.522,-123.4862,exact,,bioenergy
Howe Sound Mill power station,B2,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,50.0,operating,,no conversion,,Howe Sound Pulp & Paper CORP,Canada,https://gem.wiki/Howe_Sound_Mill_power_station,49.522,-123.4862,exact,,bioenergy
Intercontinental Pulp Mill power station,1,bioenergy_-_wood_and_other_biomass,,,32.0,operating,,no conversion,Canfor,,Canada,https://gem.wiki/Intercontinental_Pulp_Mill_power_station,53.9235,-122.6957,exact,,bioenergy
Kamloops Pulp Mill power station,1,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,,76.0,operating,2017.0,no conversion,Kruger Specialty Papers Holding LP,,Canada,https://gem.wiki/Kamloops_Pulp_Mill_power_station,50.6861,-120.4037,exact,,bioenergy
Mackenzie Biomass Project,1,bioenergy_-_wood_and_other_biomass,,,36.0,operating,2015.0,no conversion,Conifex,,Canada,https://gem.wiki/Mackenzie_Biomass_project,55.337,-123.1823,exact,,bioenergy
Merritt Green Energy power station,1,bioenergy_-_wood_and_other_biomass,,,40.0,operating,2018.0,no conversion,,Veolia,Canada,https://gem.wiki/Merritt_Green_Energy_power_station,50.0979,-120.796,exact,,bioenergy
Northwood Pulp Mill power station,1,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,,63.0,operating,,no conversion,,Canfor Pulp LTD,Canada,https://gem.wiki/Northwood_Pulp_Mill_power_station,53.9792,-122.6936,exact,,bioenergy
Peace River Pulp power station,1,bioenergy_-_wood_and_other_biomass,,,30.0,operating,,no conversion,Daishowa-Marubeni International LTD,Daishowa-Marubeni International LTD,Canada,https://gem.wiki/Peace_River_Pulp_power_station,56.3711,-117.1856,exact,,bioenergy
Port Hawkesbury power station,New 1,bioenergy_-_wood_and_other_biomass,,,60.0,operating,2013.0,no conversion,Nova Scotia Power,Nova Scotia Power,Canada,https://gem.wiki/Port_Hawkesbury_power_station,45.5972,-61.3581,exact,,bioenergy
Powell River Pulp Mill power station,G12,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,,32.0,operating,,no conversion,Paper Excellence,,Canada,https://gem.wiki/Powell_River_Pulp_Mill_power_station,49.8731,-124.5544,exact,,bioenergy
Prince George Pulp and Paper Mill power station,1,bioenergy_-_wood_and_other_biomass,,,60.0,operating,,no conversion,Canadian Forest Products LTD,Canadian Forest Products LTD,Canada,https://gem.wiki/Prince_George_Pulp_and_Paper_Mill_power_station,54.921,-112.8622,exact,,bioenergy
Saint-Félicien Fibrek power station,1,bioenergy_-_wood_and_other_biomass,,,43.0,operating,,no conversion,PF Résolu Canada INC,PF Résolu Canada INC,Canada,https://gem.wiki/Saint-Félicien_Fibrek_power_station,48.7465,-72.5128,exact,,bioenergy
Senneterre power station,1,bioenergy_-_wood_and_other_biomass,,,35.0,operating,2002.0,no conversion,Resolute Forest Products,,Canada,https://gem.wiki/Senneterre_power_station,48.3835,-77.2239,exact,,bioenergy
Skookumchuk power station,2,bioenergy_-_wood_and_other_biomass,,,51.0,operating,,no conversion,,Skookumchuck Pulp INC,Canada,https://gem.wiki/Skookumchuk_power_station,49.5284,-115.7578,exact,,bioenergy
Témiscaming power station,2,bioenergy_-_paper_mill_wastes,,,50.0,operating,,no conversion,Rayonier Advanced Materials INC,Rayonier Advanced Materials INC,Canada,https://gem.wiki/Témiscaming_power_station,46.7094,-79.0954,exact,,bioenergy
Thunder Bay Abibow power station,5,bioenergy_-_wood_and_other_biomass,,,62.0,operating,2013.0,no conversion,Resolute FP Canada INC,Resolute FP Canada INC,Canada,https://gem.wiki/Thunder_Bay_Abibow_power_station,48.3579,-89.2317,exact,,bioenergy
Thunder Bay power station,3,bioenergy_-_wood_and_other_biomass,,,160.0,retired,1981.0,coal to bioenergy conversion,Ontario Power Generation,Ontario Power Generation,Canada,https://www.gem.wiki/Thunder_Bay_power_station,48.3597,-89.2213,exact,2015.0,bioenergy
Williams Lake power station,1,bioenergy_-_wood_and_other_biomass,,,66.0,operating,1993.0,no conversion,Atlantic Power,Atlantic Power,Canada,https://gem.wiki/Williams_Lake_power_station,52.1612,-122.1712,exact,,bioenergy
Windsor Pulp Mill power station,1,bioenergy_-_wood_and_other_biomass,bioenergy_-_paper_mill_wastes,,32.0,operating,2001.0,no conversion,Domtar,,Canada,https://gem.wiki/Windsor_Pulp_Mill_power_station,45.5658,-71.981,exact,,bioenergy
Zellstoff Celgar Mill power station,2,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,,52.0,operating,1994.0,no conversion,Zellstoff Celgar,Zellstoff Celgar,Canada,https://gem.wiki/Zellstoff_Celgar_Mill_power_station,49.3355,-117.7272,exact,,bioenergy
Zellstoff Celgar Mill power station,3,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,,48.0,operating,2010.0,no conversion,Zellstoff Celgar,Zellstoff Celgar,Canada,https://gem.wiki/Zellstoff_Celgar_Mill_power_station,49.3355,-117.7272,exact,,bioenergy
Alabama Pine Pulp power station,GEN2,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,,69.0,operating,1991.0,no conversion,Alabama River Cellulose LLC,Alabama River Cellulose LLC,United States,https://gem.wiki/Alabama_Pine_Pulp_power_station,31.5825,-87.4889,exact,,bioenergy
Alabama River Pulp power station,GEN1,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,,48.0,operating,1978.0,no conversion,Alabama River Cellulose LLC,Alabama River Cellulose LLC,United States,https://gem.wiki/Alabama_River_Pulp_power_station,31.5825,-87.4889,exact,,bioenergy
Albany Green power station,1,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,,55.0,operating,2017.0,no conversion,ReGenerate Energy Holdings LLC,ReEnergy Biomass Operations,United States,https://www.gem.wiki/Albany_Green_Energy_power_station,31.5559,-84.1103,exact,,bioenergy
Altavista Power Station,1,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,,71.0,operating,1992.0,coal to bioenergy conversion,Virginia Electric & Power CO,Virginia Electric & Power CO,United States,https://www.gem.wiki/Altavista_Power_Station,37.1187,-79.2736,exact,2013.0,bioenergy
Androscoggin Mill power station,GEN3,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,bioenergy_-_wastewater_and_sewage_sludge,30.0,operating,1974.0,no conversion,Pixelle Androscoggin LLC,Pixelle Androscoggin LLC,United States,https://gem.wiki/Androscoggin_Mill_power_station,44.5063,-70.2395,exact,,bioenergy
Ashdown Mill power station,GEN2,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,47.0,operating,1979.0,no conversion,Domtar,Domtar,United States,https://gem.wiki/Ashdown_Mill_power_station,33.6417,-94.1083,exact,,bioenergy
Ashdown Mill power station,GEN3,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,45.0,operating,1991.0,no conversion,Domtar,Domtar,United States,https://gem.wiki/Ashdown_Mill_power_station,33.6417,-94.1083,exact,,bioenergy
Ashdown Mill power station,GEN4,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,38.0,operating,1991.0,no conversion,Domtar,Domtar,United States,https://gem.wiki/Ashdown_Mill_power_station,33.6417,-94.1083,exact,,bioenergy
Black River Generating Facility,GEN1,bioenergy_-_wood_and_other_biomass,other_-_other,fossil_liquids_-_unknown,56.0,operating,1989.0,coal to bioenergy conversion,Black River Generation LLC,Black River Generation LLC,United States,https://www.gem.wiki/Black_River_Generating_Facility,44.0365,-75.772,exact,2013.0,bioenergy
Bogalusa Mill power station,NO10,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_liquids_-_unknown,37.0,operating,1999.0,no conversion,Temple-Inland CORP,,United States,https://gem.wiki/Bogalusa_Mill_power_station,30.7811,-89.8575,exact,,bioenergy
Bogalusa Mill power station,NO8,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_liquids_-_unknown,25.0,operating,1981.0,no conversion,Temple-Inland CORP,,United States,https://gem.wiki/Bogalusa_Mill_power_station,30.7811,-89.8575,exact,,bioenergy
Bogalusa Mill power station,NO9,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_liquids_-_unknown,38.0,operating,1979.0,no conversion,Temple-Inland CORP,,United States,https://gem.wiki/Bogalusa_Mill_power_station,30.7811,-89.8575,exact,,bioenergy
Brewton Mill power station,4TG,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,,75.0,operating,2017.0,no conversion,Georgia-Pacific CORP,Georgia-Pacific Brewton LLC,United States,https://www.gem.wiki/Georgia-Pacific_Brewton_Mill_power_station,31.077,-87.1116,exact,,bioenergy
Brunswick Mill power station,GEN4,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,50.0,operating,1960.0,no conversion,Georgia-Pacific CORP,Brunswick Cellulose LLC,United States,https://gem.wiki/Brunswick_Mill_power_station,31.1754,-81.5216,exact,,bioenergy
Burgess BioPower power station,ST01,bioenergy_-_wood_and_other_biomass,,,75.0,operating,2013.0,no conversion,Berlin Station LLC,Berlin Station LLC,United States,https://gem.wiki/Burgess_BioPower_power_station,44.4719,-71.1753,exact,,bioenergy
Cadillac Renewable Energy power station,GEN1,bioenergy_-_wood_and_other_biomass,,,44.0,retired,1993.0,no conversion,Cadillac Renewable Energy LLC,Cadillac Renewable Energy LLC,United States,https://gem.wiki/Cadillac_Renewable_Energy_power_station,44.2617,-85.4352,exact,,bioenergy
Cadillac Renewable Energy power station,GEN2,bioenergy_-_wood_and_other_biomass,,,44.0,operating,2020.0,no conversion,Cadillac Renewable Energy LLC,Cadillac Renewable Energy LLC,United States,https://gem.wiki/Cadillac_Renewable_Energy_power_station,44.2617,-85.4352,exact,,bioenergy
Cedar Springs Mill power station,GEN1,bioenergy_-_paper_mill_wastes,coal_-_bituminous,bioenergy_-_wood_and_other_biomass,50.0,operating,1963.0,no conversion,Georgia-Pacific CORP,Georgia-Pacific Cedar Springs LLC,United States,https://gem.wiki/Cedar_Springs_Mill_power_station,31.166,-85.0951,exact,,bioenergy
Cedar Springs Mill power station,GEN2,bioenergy_-_paper_mill_wastes,coal_-_bituminous,bioenergy_-_wood_and_other_biomass,51.0,operating,1965.0,no conversion,Georgia-Pacific CORP,Georgia-Pacific Cedar Springs LLC,United States,https://gem.wiki/Cedar_Springs_Mill_power_station,31.166,-85.0951,exact,,bioenergy
Central Power & Lime Power Plant,1,bioenergy_-_agricultural_waste,,,70.0,retired,1988.0,coal to bioenergy conversion,Florida Power Development,,United States,https://www.gem.wiki/Central_Power_&_Lime_Power_Plant,28.5826,-82.4308,exact,2012.0,bioenergy
Coastal Carolina Clean power station,1,bioenergy_-_wood_and_other_biomass,,,32.0,operating,1986.0,coal to bioenergy conversion,Coastal Carolina Clean Power,ReEnergy Holdings LLC,United States,https://gem.wiki/Coastal_Carolina_Clean_power_station,35.0218,-77.8585,exact,2009.0,bioenergy
Colmac Energy power station,1,bioenergy_-_wood_and_other_biomass,fossil_liquids_-_petroleum_coke,other_-_other,47.0,operating,1992.0,no conversion,Greenleaf Power LLC,Greenleaf Power LLC,United States,https://gem.wiki/Colmac_Energy_power_station,33.5868,-116.0876,exact,,bioenergy
Columbus Mill power station,TG1,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,64.0,operating,1990.0,no conversion,International Paper CO,International Paper CO,United States,https://gem.wiki/Columbus_Mill_power_station,33.3602,-88.46,exact,,bioenergy
Columbus Mill power station,TG2,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,46.0,operating,1982.0,no conversion,International Paper CO,International Paper CO,United States,https://gem.wiki/Columbus_Mill_power_station,33.3602,-88.46,exact,,bioenergy
Columbus power station,1,bioenergy_-_refuse,,,30.0,retired,1983.0,no conversion,City of Columbus - (OH),City of Columbus - (OH),United States,https://gem.wiki/Columbus_power_station,39.9022,-83.0244,exact,,bioenergy
Columbus power station,2,bioenergy_-_refuse,,,30.0,retired,1983.0,no conversion,City of Columbus - (OH),City of Columbus - (OH),United States,https://gem.wiki/Columbus_power_station,39.9022,-83.0244,exact,,bioenergy
Columbus power station,3,bioenergy_-_refuse,,,30.0,retired,1983.0,no conversion,City of Columbus - (OH),City of Columbus - (OH),United States,https://gem.wiki/Columbus_power_station,39.9022,-83.0244,exact,,bioenergy
Covanta Delano Energy power station,GEN1,bioenergy_-_wood_and_other_biomass,,,32.0,shelved,,no conversion,Clean Energy Systems Delano,Clean Energy Systems Delano,United States,https://gem.wiki/Covanta_Delano_Energy_power_station,35.7144,-119.2337,exact,,bioenergy
Covanta Delaware Valley power station,GEN1,bioenergy_-_refuse,fossil_gas_-_natural_gas,,80.0,operating,1991.0,no conversion,Covanta,Covanta Delaware Valley LP,United States,https://www.gem.wiki/Covanta_Delaware_Valley_power_station,39.8265,-75.3882,exact,,bioenergy
Covanta Essex power station,GEN1,bioenergy_-_refuse,fossil_liquids_-_unknown,,35.0,operating,1990.0,no conversion,Covanta Essex CO,Covanta Essex CO,United States,https://gem.wiki/Covanta_Essex_power_station,40.7376,-74.1255,exact,,bioenergy
Covanta Essex power station,GEN2,bioenergy_-_refuse,fossil_liquids_-_unknown,,35.0,operating,1990.0,no conversion,Covanta,Covanta Essex CO,United States,https://gem.wiki/Covanta_Essex_power_station,40.7376,-74.1255,exact,,bioenergy
Covanta Fairfax power station,GEN1,bioenergy_-_refuse,fossil_gas_-_natural_gas,,62.0,operating,1990.0,no conversion,Covanta,Covanta Fairfax INC,United States,https://www.gem.wiki/Covanta_Fairfax_Energy_power_station,38.695,-77.2411,exact,,bioenergy
Covanta Fairfax power station,GEN2,bioenergy_-_refuse,fossil_gas_-_natural_gas,,62.0,operating,1990.0,no conversion,Covanta,Covanta Fairfax INC,United States,https://www.gem.wiki/Covanta_Fairfax_Energy_power_station,38.695,-77.2411,exact,,bioenergy
Covanta Haverhill power station,GEN1,bioenergy_-_refuse,,,46.0,operating,1989.0,no conversion,Ogden Projects INC -Haverhill,Ogden Projects INC -Haverhill,United States,https://gem.wiki/Covanta_Haverhill_power_station,42.765,-71.1242,exact,,bioenergy
Covanta Hempstead power station,GEN1,bioenergy_-_refuse,fossil_liquids_-_unknown,bioenergy_-_wood_and_other_biomass,79.0,operating,1989.0,no conversion,Covanta,Covanta Hempstead CO,United States,https://gem.wiki/Covanta_Hempstead_power_station,40.7389,-73.5906,exact,,bioenergy
Covanta Hennepin power station,GEN1,bioenergy_-_refuse,,,40.0,operating,1989.0,no conversion,Hennepin County Department of Environmental Services,Covanta Energy CO,United States,https://gem.wiki/Covanta_Hennepin_power_station,44.9833,-93.2804,exact,,bioenergy
Covanta Long Beach power station,GEN1,bioenergy_-_refuse,fossil_gas_-_natural_gas,,36.0,operating,1988.0,no conversion,Sanitation Districts of Los Angeles County; City of Long Beach,Covanta,United States,https://gem.wiki/Covanta_Long_Beach_power_station,33.7592,-118.2399,exact,,bioenergy
Covanta Plymouth Renewable power station,TGI,bioenergy_-_refuse,,,32.0,operating,1991.0,no conversion,Covanta Plymouth Renewable Energy LP,Covanta Plymouth Renewable Energy LP,United States,https://gem.wiki/Covanta_Plymouth_Renewable_power_station,40.0967,-75.3103,exact,,bioenergy
Covanta SEMASS power station,GEN1,bioenergy_-_refuse,fossil_gas_-_natural_gas,fossil_liquids_-_unknown,34.0,operating,1993.0,no conversion,Covanta,Covanta SEMASS LP,United States,https://gem.wiki/Covanta_SEMASS_power_station,41.8022,-70.7875,exact,,bioenergy
Covanta SEMASS power station,GEN2,bioenergy_-_refuse,fossil_gas_-_natural_gas,fossil_liquids_-_unknown,30.0,operating,1989.0,no conversion,Covanta,Covanta SEMASS LP,United States,https://gem.wiki/Covanta_SEMASS_power_station,41.8037,-70.7883,exact,,bioenergy
Covington Westvaco power station,GEN4,bioenergy_-_paper_mill_wastes,coal_-_bituminous,bioenergy_-_wood_and_other_biomass,34.0,operating,1980.0,no conversion,WestRock CORP,WestRock CORP,United States,https://gem.wiki/Covington_Westvaco_power_station,37.7997,-79.9947,exact,,bioenergy
Covington Westvaco power station,GEN7,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,fossil_liquids_-_unknown,82.0,operating,2013.0,no conversion,WestRock CORP,WestRock CORP,United States,https://gem.wiki/Covington_Westvaco_power_station,37.7997,-79.9947,exact,,bioenergy
Craven County Biomass power station,1UNI,bioenergy_-_wood_and_other_biomass,bioenergy_-_wood_and_other_biomass,fossil_liquids_-_waste/other_oil,50.0,operating,1990.0,no conversion,CMS Energy [50%]; Atlantic Power [50%],CMS Generation Operating LLC,United States,https://gem.wiki/Craven_County_Biomass_power_station,35.1302,-77.1679,exact,,bioenergy
Crossett Paper Mill power station,1,bioenergy_-_paper_mill_wastes,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,25.0,retired,1962.0,no conversion,Georgia-Pacific CORP,Georgia-Pacific LLC Crossett Paper Operations,United States,https://gem.wiki/Crossett_Paper_Mill_power_station,33.1422,-91.9746,exact,,bioenergy
CT Resource Recovery Authority power station,NO 5,bioenergy_-_refuse,,,45.0,operating,1988.0,no conversion,Materials Innovation Recycling Authority,NAES CORP,United States,https://gem.wiki/CT_Resource_Recovery_Authority_power_station,41.7505,-72.653,exact,,bioenergy
CT Resource Recovery Authority power station,NO 6,bioenergy_-_refuse,,,45.0,operating,1988.0,no conversion,Materials Innovation Recycling Authority,NAES CORP,United States,https://gem.wiki/CT_Resource_Recovery_Authority_power_station,41.7505,-72.653,exact,,bioenergy
Deerhaven Renewable power station,1,bioenergy_-_wood_and_other_biomass,fossil_gas_-_natural_gas,,116.0,operating,2013.0,no conversion,Gainesville Regional Utilities,,United States,https://www.gem.wiki/Deerhaven_Renewable_power_station,29.7675,-82.3964,exact,,bioenergy
DeRidder Mill power station,TG,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,62.0,operating,1969.0,no conversion,Packaging Corporation of America,Packaging Corporation of America,United States,https://gem.wiki/DeRidder_Mill_power_station,30.8606,-93.3756,exact,,bioenergy
Eastover power station,GEN1,bioenergy_-_paper_mill_wastes,fossil_gas_-_natural_gas,bioenergy_-_wood_and_other_biomass,48.0,operating,1984.0,no conversion,Sylvamo CORP,Sylvamo CORP Eastover,United States,https://gem.wiki/Eastover_power_station,33.8872,-80.6397,exact,,bioenergy
